1,,,41963.70,829685.37,46641.82,18659.15,22759.16,22828.56,20356.11,28257.79,12827.74,6673.21,6587.95,4695.23,7842.80,5591.65,5929.45,4709.04,6968.51,6274.05,4986.67,12869.47,14731.65,9797.57,8314.91,3833.28,2544.11,4635.94,3330.60,3315.11,1364.98,1825.63,3163.56,1509.95,1964.18,3419.54,3847.16,1259.87,2639.83,1822.47,1030.18,2169.90,1786.69,458.45,1238.74,840.57,896.20,309.53,1181.27,2104.09,1533.47,822.17,310.91,261.34,133.04,333.61,631.03,346.86,152.24,230.00,184.81,254.87,223.73,205.34,147.48,79.58,60.30,91.84,87.53,52.76,83.81,100.13,57.99,34.03,60.56,88.17,98.34,86.11,R,,R
2,,,31451.93,250530.51,39957.75,11248.66,10221.39,3646.44,7353.41,16387.26,11866.98,5538.41,11010.12,27220.16,20518.74,3972.37,7702.45,6438.23,5469.95,12961.93,7335.96,5187.96,3262.42,3347.81,4270.68,8032.21,3511.89,5081.05,5502.45,1518.70,1814.74,1014.50,3365.62,2485.14,3150.00,1385.53,995.10,1046.84,1187.35,1056.75,736.49,997.84,544.22,639.88,1014.61,711.67,872.87,484.63,785.44,313.26,574.29,866.42,454.96,324.18,251.68,218.41,245.50,360.29,383.03,212.99,143.07,133.19,180.08,94.95,141.50,112.71,79.05,92.22,75.99,90.00,140.65,115.15,65.96,89.74,78.86,44.92,66.23,44.54,16.94,31.70,45.10,41.41,18.83,59.04,75.68,54.93,95.99,125.40,81.43,75.23,73.07,79.78,108.69,120.78,89.50,114.30,66.96,39.86,49.23,126.21,90.60,66.72,71.48,63.83,48.47,40.75,75.46,50.68,87.41,75.84,89.52,46.32,56.91,60.00,91.98,60.16,60.57,33.61,107.38,170.53,84.96,60.19,87.70,68.90,61.84,35.81,46.84,46.94,78.45,65.35,J,6.56,,,,nan,nan,7774
3,,,2348941.50,3942623.00,688599.93,35031.59,27554.66,13387.20,16096.69,8582.48,3956.08,3676.37,2071.44,2833.04,1473.28,624.05,311.29,536.50,750.58,956.41,1262.95,1749.76,1255.51,2456.29,1724.98,1420.18,1181.79,674.93,616.89,767.93,558.25,449.74,434.47,352.65,459.83,208.30,459.26,629.12,445.26,94.29,156.50,694.08,270.44,326.64,375.06,137.31,142.65,285.47,181.60,139.30,321.92,345.08,215.82,111.59,292.89,166.49,145.28,149.85,145.29,115.87,94.32,41.59,55.67,111.21,72.85,84.42,69.10,164.60,90.16,224.52,403.51,427.03,400.26,121.12,266.59,116.69,579.95,2674.28,7328.12,1090.54,3483.08,6448.09,21990.85,91101.17,182429.17,307745.00,90771.50,49119.47,10262.64,7161.98,2135.59,2674.25,887.33,719.13,1184.59,292.76,277.27,229.47,201.46,370.92,249.30,97.97,71.86,84.67,94.88,82.58,116.13,58.52,70.02,58.29,43.28,34.85,140.45,80.80,27.47,39.95,91.79,52.45,54.35,62.85,86.86,106.91,81.39,50.16,60.01,114.55,102.20,76.36,25.82,39.63,J,5.57,,,,nan,nan,6046
4,,,485167.25,4182074.00,164369.32,18899.56,15111.40,30060.34,19467.25,7030.50,8388.67,10191.53,4981.85,4383.58,10680.48,7309.13,7236.51,11465.19,10575.27,5652.02,3016.22,3828.86,9225.50,4998.54,2783.88,4712.45,3062.95,3298.86,1390.80,1924.15,1146.39,1301.28,2478.65,2313.48,1937.40,1849.15,1279.77,1395.99,1606.44,1365.32,933.05,1072.83,723.94,673.59,808.89,883.16,1464.73,617.53,411.77,484.63,394.04,470.03,502.71,199.40,338.21,297.63,138.99,247.96,201.14,196.17,111.62,157.60,144.00,104.38,122.63,205.76,83.45,45.92,84.22,89.68,58.23,103.25,95.34,88.26,43.32,89.16,98.93,87.91,73.74,57.40,68.76,51.75,80.17,50.87,68.89,92.11,66.50,79.94,65.89,51.84,76.47,75.03,77.68,96.40,40.04,91.36,78.60,71.43,50.48,104.21,79.94,126.83,109.44,61.85,83.85,62.55,61.40,75.15,33.93,111.06,62.50,42.87,65.06,90.25,44.74,44.07,45.90,37.40,76.86,111.05,49.60,64.47,73.38,128.13,75.34,46.79,47.35,54.22,66.43,64.87,J,4.13,,,,nan,nan,6409
5,,,4540609.50,11850694.00,7934837.00,4222000.50,2739904.00,1896856.00,819506.87,821590.62,424582.25,606096.93,150721.70,123290.30,182833.01,223670.48,85206.57,38807.86,62715.59,27882.90,15525.00,20242.25,33918.12,30210.39,23582.66,12649.85,13507.39,12331.14,8591.62,9079.22,7395.49,1805.11,2496.91,5890.32,7872.12,2483.23,5811.45,4014.52,2002.84,3293.30,4345.54,1863.71,943.20,1299.68,1207.08,1005.38,1168.86,1141.09,811.87,776.03,711.37,604.43,574.32,238.51,552.44,762.59,148.65,271.44,313.37,153.55,222.00,183.56,218.49,103.21,169.32,141.59,244.54,137.28,165.21,93.45,78.70,89.62,105.20,128.68,114.88,114.44,103.51,132.59,97.56,103.34,61.40,165.90,55.38,89.10,60.17,77.89,128.81,122.14,169.14,85.88,103.45,89.89,172.86,218.98,150.27,100.82,148.98,172.97,93.12,113.78,111.15,44.96,121.27,107.15,81.30,70.70,194.03,63.52,195.55,82.28,112.08,108.40,151.57,134.30,78.74,79.44,39.07,94.24,95.96,119.69,78.48,43.30,115.88,60.12,98.88,65.84,57.54,32.33,64.33,112.18,J,1.56,,,,169,92,152312
6,,,2982112.50,9187422.00,2566029.00,1348572.62,264295.03,22042.85,9056.34,6535.20,8810.08,9143.02,3899.21,3193.29,6397.99,4595.09,3999.66,2952.45,3053.87,2934.88,1814.79,1133.65,996.73,639.87,579.11,1031.22,2661.29,2840.08,1921.01,3786.18,3892.79,2425.04,1827.61,1518.92,1413.99,1160.74,727.85,1319.59,511.92,519.51,408.26,781.47,896.63,530.84,559.93,289.41,462.19,351.82,293.96,299.87,359.01,411.93,323.54,269.64,173.77,225.55,196.85,132.88,168.18,159.51,78.59,59.97,70.86,92.97,73.41,128.49,131.10,85.68,122.55,229.98,190.13,94.14,93.03,109.94,73.21,55.52,38.14,44.83,49.34,40.63,55.28,52.99,53.71,45.53,25.39,24.78,25.20,62.68,71.98,51.36,51.16,16.85,34.69,41.73,55.42,35.32,56.38,30.44,32.54,46.08,72.49,69.01,50.31,44.12,43.81,56.18,52.34,60.63,43.91,41.35,53.70,52.99,73.01,45.31,35.11,47.20,36.30,40.23,36.93,20.94,35.27,56.85,51.13,82.59,94.47,63.36,50.70,42.67,71.79,80.90,J,1.73,,,,96,12,232764
7,,,819630.31,3026874.50,437212.59,23938.28,13722.89,17274.20,15383.60,6928.44,4571.97,3134.07,2088.30,1785.65,2091.31,4580.71,5544.70,2557.51,3341.50,6796.21,2392.89,953.03,2096.51,993.41,777.45,496.81,592.87,920.84,509.37,965.69,1145.83,686.49,509.74,338.02,241.67,698.35,419.18,347.12,178.51,300.17,572.36,172.86,329.99,310.49,343.90,537.94,406.86,288.37,349.71,203.62,348.72,254.49,357.42,362.35,243.45,38.85,60.24,127.93,113.17,105.43,122.86,51.42,53.24,57.88,61.34,94.40,98.24,64.01,29.52,69.18,96.64,56.34,70.02,58.43,95.24,52.10,42.78,51.88,50.14,33.05,53.89,51.89,24.56,49.61,33.72,50.52,34.51,32.26,43.83,49.30,35.91,23.99,50.23,33.71,29.18,37.39,80.00,32.33,33.00,26.66,49.46,27.64,58.43,28.77,41.84,33.57,53.06,41.63,25.55,42.30,65.10,59.89,46.76,61.84,59.18,40.22,66.25,46.53,20.09,38.76,33.42,52.70,77.33,85.17,47.43,33.74,33.72,34.56,59.70,61.99,J,4.92,,,,nan,nan,4132
8,,,19952.72,38157.96,15905.65,6840.81,2980.07,5412.73,18113.30,8515.41,2881.52,174171.06,359429.75,23687.61,270.90,648.76,937.78,599.57,691.65,1043.21,408.97,610.37,766.45,878.12,603.00,431.75,332.18,537.92,693.22,554.21,229.84,217.98,305.09,172.22,241.75,189.28,248.38,179.53,387.00,144.44,70.42,46.72,159.65,130.36,122.35,77.33,168.94,119.37,93.69,67.92,32.22,42.84,44.67,29.51,50.64,58.13,40.96,78.35,85.83,60.18,29.12,42.60,39.07,19.71,28.05,18.72,36.37,31.14,45.85,29.59,23.35,49.32,37.98,33.53,38.68,25.09,39.60,38.85,44.49,30.27,56.97,69.02,48.54,29.44,41.05,34.23,41.63,40.09,77.18,41.90,33.54,46.86,68.83,79.98,56.52,53.23,43.61,50.62,37.98,34.36,37.88,43.21,39.19,34.39,45.72,43.95,54.30,57.29,31.57,39.16,42.54,28.32,65.55,56.32,32.55,15.81,39.61,55.99,66.66,63.12,25.68,30.57,39.76,98.08,43.28,22.16,29.09,38.82,46.18,46.92,J,32.00,,,,291,14,98160
9,,,43484.29,606911.93,34512.44,9520.33,9004.64,11179.33,31029.08,12766.93,4024.39,2958.09,5397.33,2778.09,4025.62,4156.37,4778.55,5919.79,2979.69,3870.25,2989.54,1252.28,2339.21,2384.49,2017.03,1707.22,1205.54,1257.94,2226.30,2170.71,3884.23,2413.50,1113.40,1114.91,1172.35,709.76,453.27,839.92,1068.98,448.18,193.00,525.35,283.56,242.50,253.15,557.10,476.72,193.93,157.22,151.10,97.22,80.30,89.72,91.99,75.35,108.69,171.62,180.32,152.42,128.27,76.84,82.76,101.20,85.04,66.73,72.33,101.31,75.47,105.55,70.76,65.28,258.34,227.70,183.36,141.95,92.59,100.90,150.89,116.55,269.50,489.69,790.41,1321.41,2105.81,63737.43,161570.15,113380.09,21875.75,2965.74,901.36,250.50,170.02,316.88,201.80,180.44,77.83,83.47,99.90,225.31,282.45,124.01,93.89,51.35,53.24,55.49,59.33,84.71,108.54,28.45,21.55,17.51,56.36,39.44,105.23,97.68,66.83,81.15,105.80,49.30,68.61,118.19,104.71,99.87,103.50,53.53,40.42,46.05,42.74,31.72,42.99,J,5.57,,,,nan,nan,6861
10,,,241179.79,1104082.00,352612.87,65055.97,33997.21,43594.76,42047.89,16763.14,13891.20,10856.39,8250.72,7181.63,1413.05,1559.40,943.88,913.76,804.21,528.12,429.12,414.17,451.58,92.72,275.76,564.03,716.60,495.18,618.43,251.77,514.42,471.58,345.00,181.96,174.11,179.94,256.75,115.04,111.16,173.36,154.69,109.48,109.36,119.95,127.46,104.42,72.15,172.92,132.76,135.06,128.05,96.28,114.55,93.38,77.23,66.39,92.78,74.27,64.80,37.84,52.79,110.37,87.88,42.43,59.63,54.65,66.42,70.13,87.21,70.67,51.21,45.64,29.89,46.08,34.05,24.81,52.71,61.87,44.74,56.08,51.65,45.82,53.36,45.15,35.22,52.13,35.10,26.68,43.95,48.68,88.80,46.07,37.78,56.38,37.79,33.37,65.57,51.14,19.76,40.80,38.43,21.08,35.14,37.68,28.50,40.65,31.35,32.98,27.29,41.59,36.09,23.20,61.79,49.19,49.19,23.44,30.98,64.56,56.13,56.13,47.33,34.19,48.21,57.49,52.98,27.19,24.92,50.11,41.93,54.41,J,5.22,,,,90,0,11229
11,,,732368.93,1696123.25,219372.59,6594.00,10944.79,13788.52,14975.26,10096.75,11853.91,12451.64,5863.80,2673.59,2358.14,1231.80,2247.80,2808.64,4286.24,1925.47,2620.72,3882.08,4378.61,4413.26,1538.76,4335.70,4601.60,2298.58,1705.85,1201.39,1764.84,1117.95,1277.76,917.27,931.01,424.74,345.01,364.76,1009.52,982.51,380.52,503.81,1185.13,862.78,933.29,1049.81,1147.96,843.46,674.21,261.54,176.02,294.91,508.11,456.62,189.21,287.02,103.50,167.08,135.75,73.52,142.07,126.04,105.58,114.60,95.93,129.94,93.32,73.98,166.09,138.69,119.91,64.91,93.40,27.18,44.70,44.78,94.69,52.80,65.50,59.79,107.00,46.58,45.59,56.10,65.14,58.60,68.38,65.70,68.84,87.60,62.31,83.48,45.70,94.62,37.84,78.35,59.00,32.04,52.10,43.52,80.87,56.81,97.77,60.78,51.84,35.96,52.93,89.63,121.71,49.84,22.34,40.62,85.90,44.22,51.59,56.12,59.45,53.14,72.50,56.08,47.53,35.25,67.26,139.71,95.06,78.63,43.47,23.62,117.82,59.41,J,3.05,,,,nan,nan,3311
