27/10/20 12:48:07 AM,1,,,,,,nan,nan,7706,,,,
27/10/20 12:48:50 AM,2,,,,,,106,15,19478,,,,
27/10/20 12:50:31 AM,3,,,,,,nan,nan,4492,,,,
27/10/20 12:52:11 AM,4,,,,,,90,0,10494,,,,
27/10/20 12:53:51 AM,5,,,,,,556,15,10584,,,,
27/10/20 12:55:32 AM,6,,,,,,nan,nan,6792,,,,
27/10/20 12:57:13 AM,7,,,,,,323,23,21002,,,,
27/10/20 12:58:59 AM,8,,,,,,196,15,9148,,,,
27/10/20 01:00:40 AM,9,,,,,,90,0,8931,,,,
27/10/20 01:02:27 AM,10,,,,,,712,35,16494,,,,
27/10/20 01:04:14 AM,11,,,,,,145,42,17286,,,,
27/10/20 01:05:55 AM,12,,,,,,nan,nan,5192,,,,
27/10/20 01:07:36 AM,13,,,,,,90,0,11802,,,,
27/10/20 01:09:16 AM,14,,,,,,180,0,10831,,,,
27/10/20 01:10:56 AM,15,,,,,,95,11,51028,,,,
27/10/20 01:12:37 AM,16,,,,,,nan,nan,4579,,,,
27/10/20 01:14:18 AM,17,,,,,,119,23,13994,,,,
27/10/20 01:15:58 AM,18,,,,,,483,23,13343,,,,
27/10/20 01:17:39 AM,19,,,,,,189,40,13848,,,,
27/10/20 01:19:19 AM,20,,,,,,nan,nan,4585,,,,
27/10/20 01:21:00 AM,21,,,,,,292,34,15701,,,,
27/10/20 01:22:41 AM,22,,,,,,150,0,9369,,,,
27/10/20 01:24:28 AM,23,,,,,,240,0,16949,,,,
27/10/20 01:26:14 AM,24,,,,,,90,0,12823,,,,
27/10/20 01:28:01 AM,25,,,,,,301,0,8510,,,,
27/10/20 01:29:48 AM,26,,,,,,271,0,12517,,,,
27/10/20 01:31:27 AM,27,,,,,,301,0,10069,,,,
27/10/20 01:33:08 AM,28,,,,,,139,51,8869,,,,
27/10/20 01:34:48 AM,29,,,,,,90,0,19368,,,,
27/10/20 01:36:35 AM,30,,,,,,90,0,9657,,,,
27/10/20 01:38:16 AM,31,,,,,,nan,nan,6433,,,,
27/10/20 01:39:56 AM,32,,,,,,205,22,10041,,,,
27/10/20 01:41:37 AM,33,,,,,,511,0,9771,,,,
27/10/20 01:43:18 AM,34,,,,,,nan,nan,4036,,,,
27/10/20 01:44:58 AM,35,,,,,,211,23,8526,,,,
27/10/20 01:46:38 AM,36,,,,,,391,0,9149,,,,
27/10/20 01:48:19 AM,37,,,,,,210,0,8458,,,,
27/10/20 01:49:59 AM,38,,,,,,240,0,9518,,,,
27/10/20 01:51:40 AM,39,,,,,,271,0,8034,,,,
27/10/20 01:53:20 AM,40,,,,,,159,53,14040,,,,
27/10/20 01:55:01 AM,41,,,,,,nan,nan,5122,,,,
27/10/20 01:56:42 AM,42,,,,,,90,0,26276,,,,
27/10/20 01:58:22 AM,43,,,,,,435,15,10374,,,,
27/10/20 02:00:03 AM,44,,,,,,105,15,9488,,,,
27/10/20 02:01:44 AM,45,,,,,,90,0,16794,,,,
27/10/20 02:03:26 AM,46,,,,,,nan,nan,5495,,,,
27/10/20 02:05:08 AM,47,,,,,,nan,nan,4919,,,,
27/10/20 02:06:48 AM,48,,,,,,240,0,8047,,,,
27/10/20 02:08:34 AM,49,,,,,,378,15,12276,,,,
27/10/20 02:10:15 AM,50,,,,,,317,15,9967,,,,
27/10/20 02:11:56 AM,51,,,,,,451,0,9416,,,,
27/10/20 02:13:36 AM,52,,,,,,511,0,9267,,,,
27/10/20 02:15:17 AM,53,,,,,,162,49,16527,,,,
27/10/20 02:16:57 AM,54,,,,,,167,67,20594,,,,
27/10/20 02:18:37 AM,55,,,,,,90,0,14841,,,,
27/10/20 02:20:23 AM,56,,,,,,119,21,23992,,,,
27/10/20 02:22:03 AM,57,,,,,,240,0,9002,,,,
27/10/20 02:23:50 AM,58,,,,,,109,27,96165,,,,
27/10/20 02:25:31 AM,59,,,,,,90,0,14461,,,,
27/10/20 02:27:18 AM,60,,,,,,424,24,13044,,,,
27/10/20 02:28:59 AM,61,,,,,,nan,nan,5919,,,,
27/10/20 02:30:41 AM,62,,,,,,nan,nan,6149,,,,
27/10/20 02:32:21 AM,63,,,,,,240,0,8424,,,,
27/10/20 02:34:08 AM,64,,,,,,nan,nan,6032,,,,
27/10/20 02:35:50 AM,65,,,,,,104,15,10982,,,,
27/10/20 02:37:36 AM,66,,,,,,nan,nan,4343,,,,
27/10/20 02:39:17 AM,67,,,,,,90,0,11679,,,,
27/10/20 02:40:57 AM,68,,,,,,120,0,8856,,,,
27/10/20 02:42:44 AM,69,,,,,,106,15,10774,,,,
27/10/20 02:44:26 AM,70,,,,,,243,23,13883,,,,
27/10/20 02:46:06 AM,71,,,,,,210,25,11540,,,,
27/10/20 02:47:47 AM,72,,,,,,240,20,22770,,,,
27/10/20 02:49:33 AM,73,,,,,,nan,nan,7627,,,,
27/10/20 02:51:13 AM,74,,,,,,144,41,36493,,,,
27/10/20 02:52:55 AM,75,,,,,,301,0,9044,,,,
27/10/20 02:54:35 AM,76,,,,,,316,33,15383,,,,
27/10/20 02:56:15 AM,77,,,,,,215,22,15392,,,,
27/10/20 02:57:55 AM,78,,,,,,90,0,16500,,,,
27/10/20 02:59:42 AM,79,,,,,,nan,nan,6412,,,,
27/10/20 03:01:28 AM,80,,,,,,nan,nan,5898,,,,
27/10/20 03:03:09 AM,81,,,,,,nan,nan,7796,,,,
27/10/20 03:04:49 AM,82,,,,,,402,15,14886,,,,
27/10/20 03:06:28 AM,83,,,,,,541,0,12139,,,,
27/10/20 03:08:09 AM,84,,,,,,nan,nan,7961,,,,
27/10/20 03:09:50 AM,85,,,,,,317,15,11899,,,,
27/10/20 03:11:30 AM,86,,,,,,99,14,36317,,,,
27/10/20 03:13:10 AM,87,,,,,,115,23,16560,,,,
27/10/20 03:14:51 AM,88,,,,,,nan,nan,7705,,,,
27/10/20 03:16:49 AM,89,,,,,,nan,nan,4758,,,,
27/10/20 03:18:31 AM,90,,,,,,361,0,8478,,,,
27/10/20 03:20:11 AM,91,,,,,,105,15,12434,,,,
27/10/20 03:21:53 AM,92,,,,,,357,43,499084,,,,
27/10/20 03:23:39 AM,93,,,,,,128,32,17620,,,,
27/10/20 03:25:25 AM,94,,,,,,nan,nan,4682,,,,
27/10/20 03:27:06 AM,95,,,,,,255,15,8403,,,,
27/10/20 03:28:46 AM,96,,,,,,290,34,12943,,,,
27/10/20 03:30:27 AM,97,,,,,,405,15,11130,,,,
27/10/20 03:32:08 AM,98,,,,,,421,0,8236,,,,
27/10/20 03:33:50 AM,99,,,,,,180,0,8205,,,,
27/10/20 03:35:36 AM,100,,,,,,nan,nan,4629,,,,
27/10/20 03:37:16 AM,101,,,,,,136,15,8674,,,,
27/10/20 03:39:03 AM,102,,,,,,107,15,11697,,,,
27/10/20 03:40:43 AM,103,,,,,,254,15,12118,,,,
27/10/20 03:42:23 AM,104,,,,,,391,0,9150,,,,
27/10/20 03:44:10 AM,105,,,,,,90,0,21442,,,,
27/10/20 03:45:51 AM,106,,,,,,240,0,9149,,,,
27/10/20 03:47:33 AM,107,,,,,,nan,nan,6454,,,,
27/10/20 03:49:14 AM,108,,,,,,nan,nan,7499,,,,
27/10/20 03:51:01 AM,109,,,,,,90,0,8926,,,,
27/10/20 03:52:47 AM,110,,,,,,280,14,19737,,,,
27/10/20 03:54:28 AM,111,,,,,,146,24,12857,,,,
27/10/20 03:56:15 AM,112,,,,,,90,0,10405,,,,
27/10/20 04:02:39 AM,114,,,,,,150,0,8534,,,,
27/10/20 04:04:25 AM,115,,,,,,240,0,11427,,,,
27/10/20 04:06:06 AM,116,,,,,,nan,nan,5746,,,,
