05/11/20 02:19:46 AM,1,,,,,,391,0,25567,,,,
05/11/20 02:20:24 AM,2,,,,,,nan,nan,7155,,,,
05/11/20 02:22:10 AM,3,,,,,,nan,nan,6383,,,,
05/11/20 02:23:50 AM,4,,,,,,103,15,12603,,,,
05/11/20 02:25:31 AM,5,,,,,,240,0,10403,,,,
05/11/20 02:27:12 AM,6,,,,,,nan,nan,4875,,,,
05/11/20 02:28:52 AM,7,,,,,,99,14,21861,,,,
05/11/20 02:30:33 AM,8,,,,,,301,0,8952,,,,
05/11/20 02:32:19 AM,9,,,,,,nan,nan,3872,,,,
05/11/20 02:33:59 AM,10,,,,,,1848,36,15798,,,,
05/11/20 02:35:45 AM,11,,,,,,nan,nan,6771,,,,
05/11/20 02:37:32 AM,12,,,,,,nan,nan,1630,,,,
05/11/20 02:39:11 AM,13,,,,,,nan,nan,7742,,,,
05/11/20 02:40:58 AM,14,,,,,,nan,nan,3054,,,,
05/11/20 02:42:44 AM,15,,,,,,558,15,20169,,,,
05/11/20 02:44:25 AM,16,,,,,,240,0,9166,,,,
05/11/20 02:46:06 AM,17,,,,,,nan,nan,4361,,,,
05/11/20 02:47:46 AM,18,,,,,,210,0,8207,,,,
05/11/20 02:49:26 AM,19,,,,,,nan,nan,4562,,,,
05/11/20 02:51:07 AM,20,,,,,,nan,nan,2388,,,,
05/11/20 02:52:56 AM,21,,,,,,nan,nan,5704,,,,
05/11/20 02:54:45 AM,22,,,,,,nan,nan,5982,,,,
05/11/20 02:56:35 AM,23,,,,,,nan,nan,6340,,,,
05/11/20 02:58:21 AM,24,,,,,,180,0,8500,,,,
05/11/20 03:00:08 AM,25,,,,,,nan,nan,3201,,,,
05/11/20 03:01:50 AM,26,,,,,,1847,21,38810,,,,
05/11/20 03:03:37 AM,27,,,,,,255,15,9032,,,,
05/11/20 03:05:18 AM,28,,,,,,nan,nan,6645,,,,
05/11/20 03:06:59 AM,29,,,,,,301,0,11586,,,,
05/11/20 03:08:47 AM,30,,,,,,nan,nan,5827,,,,
05/11/20 03:10:33 AM,31,,,,,,nan,nan,2506,,,,
05/11/20 03:12:16 AM,32,,,,,,nan,nan,3317,,,,
05/11/20 03:14:04 AM,33,,,,,,nan,nan,7769,,,,
05/11/20 03:15:50 AM,34,,,,,,nan,nan,5325,,,,
05/11/20 03:17:31 AM,35,,,,,,nan,nan,7398,,,,
05/11/20 03:19:17 AM,36,,,,,,nan,nan,3494,,,,
05/11/20 03:20:58 AM,37,,,,,,1037,15,9292,,,,
05/11/20 03:22:45 AM,38,,,,,,nan,nan,5737,,,,
05/11/20 03:24:25 AM,39,,,,,,nan,nan,4327,,,,
05/11/20 03:26:18 AM,40,,,,,,165,15,8463,,,,
05/11/20 03:27:59 AM,41,,,,,,691,0,13501,,,,
05/11/20 03:29:40 AM,42,,,,,,1507,37,28711,,,,
05/11/20 03:31:26 AM,43,,,,,,nan,nan,2355,,,,
05/11/20 03:33:14 AM,44,,,,,,223,15,9992,,,,
05/11/20 03:35:01 AM,45,,,,,,nan,nan,6443,,,,
05/11/20 03:36:41 AM,46,,,,,,122,23,13119,,,,
05/11/20 03:38:22 AM,47,,,,,,nan,nan,3663,,,,
05/11/20 03:40:03 AM,48,,,,,,nan,nan,3722,,,,
05/11/20 03:41:50 AM,49,,,,,,1683,0,9112,,,,
05/11/20 03:43:38 AM,50,,,,,,nan,nan,7859,,,,
05/11/20 03:45:19 AM,51,,,,,,227,15,16344,,,,
05/11/20 03:47:00 AM,52,,,,,,nan,nan,3038,,,,
05/11/20 03:48:45 AM,53,,,,,,nan,nan,1868,,,,
05/11/20 03:50:31 AM,54,,,,,,nan,nan,5309,,,,
05/11/20 03:52:12 AM,55,,,,,,nan,nan,7256,,,,
05/11/20 03:53:58 AM,56,,,,,,nan,nan,7831,,,,
05/11/20 03:55:44 AM,57,,,,,,nan,nan,6030,,,,
05/11/20 03:57:30 AM,58,,,,,,631,0,15289,,,,
05/11/20 03:59:13 AM,59,,,,,,nan,nan,5374,,,,
05/11/20 04:00:53 AM,60,,,,,,nan,nan,4289,,,,
05/11/20 04:02:34 AM,61,,,,,,331,0,8759,,,,
05/11/20 04:04:15 AM,62,,,,,,812,0,9018,,,,
05/11/20 04:05:55 AM,63,,,,,,nan,nan,7597,,,,
05/11/20 04:07:42 AM,64,,,,,,255,15,11610,,,,
05/11/20 04:09:29 AM,65,,,,,,120,0,8829,,,,
05/11/20 04:11:09 AM,66,,,,,,nan,nan,4895,,,,
05/11/20 04:12:49 AM,67,,,,,,nan,nan,6464,,,,
05/11/20 04:14:35 AM,68,,,,,,nan,nan,2586,,,,
05/11/20 04:16:21 AM,69,,,,,,nan,nan,5056,,,,
05/11/20 04:18:02 AM,70,,,,,,nan,nan,6350,,,,
05/11/20 04:19:42 AM,71,,,,,,1112,0,12763,,,,
05/11/20 04:21:22 AM,72,,,,,,nan,nan,3598,,,,
05/11/20 04:23:02 AM,73,,,,,,nan,nan,6199,,,,
05/11/20 04:24:42 AM,74,,,,,,nan,nan,5951,,,,
05/11/20 04:26:23 AM,75,,,,,,1894,0,10367,,,,
05/11/20 04:28:05 AM,76,,,,,,nan,nan,7584,,,,
05/11/20 04:29:51 AM,77,,,,,,nan,nan,5818,,,,
05/11/20 04:31:37 AM,78,,,,,,nan,nan,2373,,,,
05/11/20 04:33:18 AM,79,,,,,,nan,nan,6967,,,,
05/11/20 04:34:59 AM,80,,,,,,240,0,10786,,,,
05/11/20 04:36:46 AM,81,,,,,,nan,nan,4072,,,,
05/11/20 04:43:09 AM,83,,,,,,1864,0,9393,,,,
05/11/20 04:49:39 AM,85,,,,,,1864,0,9738,,,,
