5.4878, 17.0883, 14.3967, 10.0787, 7.6802, 6.1532, 5.1083, 4.3468, 3.9152, 3.4905, 3.1806, 2.8790, 2.7368, 2.4733, 2.2742, 2.1768,
2.0606, 1.8871, 1.7621, 1.6587, 1.5726, 1.4699, 1.4073, 1.3122, 1.2790, 1.1999, 1.1393, 1.0612, 1.0641, 0.9646, 0.8902, 0.8399,
0.8142, 0.7597, 0.7114, 0.6602, 0.6373, 0.6067, 0.5722, 0.5418, 0.5113, 0.4778, 0.4461, 0.4242, 0.4019, 0.3739, 0.3498, 0.3334,
0.3182, 0.2920, 0.2706, 0.2536, 0.2390, 0.2199, 0.2050, 0.1921, 0.1819, 0.1658, 0.1544, 0.1442, 0.1325, 0.1208, 0.1134, 0.1042,
0.0972, 0.0886, 0.0812, 0.0723, 0.0684, 0.0624, 0.0569, 0.0512, 0.0476, 0.0422, 0.0377, 0.0334, 0.0306, 0.0270, 0.0242, 0.0216,
0.0193, 0.0167, 0.0149, 0.0131, 0.0115, 0.0099, 0.0087, 0.0077, 0.0069, 0.0061, 0.0054, 0.0047, 0.0044, 0.0041, 0.0039, 0.0037,
0.0037, 0.0037, 0.0038, 0.0039, 0.0042, 0.0043, 0.0045, 0.0049, 0.0052, 0.0055, 0.0060, 0.0065, 0.0067, 0.0071, 0.0075, 0.0080,
0.0084, 0.0087, 0.0092, 0.0095, 0.0097, 0.0099, 0.0102, 0.0103, 0.0108, 0.0110, 0.0110, 0.0113, 0.0115, 0.0116, 0.0118, 0.0116
