14/07/20 10:39:45 PM,1,,,,,,2455,43,,,,
14/07/20 10:40:26 PM,2,,,,,,147,55,,,,
14/07/20 10:42:04 PM,3,,,,,,128,69,,,,
14/07/20 10:43:41 PM,4,,,,,,109,71,,,,
14/07/20 10:45:20 PM,5,,,,,,156,64,,,,
14/07/20 10:47:03 PM,6,,,,,,112,117,,,,
14/07/20 10:48:41 PM,7,,,,,,118,84,,,,
14/07/20 10:50:18 PM,8,,,,,,138,76,,,,
14/07/20 10:51:55 PM,9,,,,,,85,48,,,,
14/07/20 10:53:39 PM,10,,,,,,118,54,,,,
14/07/20 10:55:16 PM,11,,,,,,137,82,,,,
14/07/20 10:57:00 PM,12,,,,,,105,92,,,,
14/07/20 10:58:37 PM,13,,,,,,157,65,,,,
14/07/20 11:00:15 PM,14,,,,,,132,58,,,,
14/07/20 11:01:53 PM,15,,,,,,95,50,,,,
14/07/20 11:03:36 PM,16,,,,,,129,66,,,,
14/07/20 11:05:13 PM,17,,,,,,115,50,,,,
14/07/20 11:06:50 PM,18,,,,,,90,64,,,,
14/07/20 11:08:34 PM,19,,,,,,139,79,,,,
14/07/20 11:10:17 PM,20,,,,,,167,178,,,,
14/07/20 11:11:55 PM,21,,,,,,120,56,,,,
14/07/20 11:13:33 PM,22,,,,,,124,68,,,,
14/07/20 11:15:17 PM,23,,,,,,115,65,,,,
14/07/20 11:16:54 PM,24,,,,,,129,73,,,,
14/07/20 11:18:38 PM,25,,,,,,146,75,,,,
14/07/20 11:20:15 PM,26,,,,,,144,52,,,,
14/07/20 11:21:59 PM,27,,,,,,116,69,,,,
14/07/20 11:23:36 PM,28,,,,,,2571,22,,,,
14/07/20 11:25:15 PM,29,,,,,,97,53,,,,
14/07/20 11:26:59 PM,30,,,,,,177,189,,,,
14/07/20 11:28:36 PM,31,,,,,,136,68,,,,
14/07/20 11:30:13 PM,32,,,,,,107,60,,,,
14/07/20 11:31:57 PM,33,,,,,,127,56,,,,
14/07/20 11:33:40 PM,34,,,,,,119,69,,,,
14/07/20 11:35:18 PM,35,,,,,,78,51,,,,
14/07/20 11:37:01 PM,36,,,,,,123,72,,,,
14/07/20 11:38:39 PM,37,,,,,,149,48,,,,
14/07/20 11:40:23 PM,38,,,,,,116,127,,,,
14/07/20 11:42:06 PM,39,,,,,,119,78,,,,
14/07/20 11:43:49 PM,40,,,,,,119,68,,,,
14/07/20 11:45:27 PM,41,,,,,,116,73,,,,
14/07/20 11:47:11 PM,42,,,,,,122,66,,,,
14/07/20 11:48:48 PM,43,,,,,,103,73,,,,
14/07/20 11:50:32 PM,44,,,,,,140,72,,,,
14/07/20 11:52:16 PM,45,,,,,,123,108,,,,
14/07/20 11:53:59 PM,46,,,,,,123,73,,,,
14/07/20 11:55:38 PM,47,,,,,,113,61,,,,
14/07/20 11:57:21 PM,48,,,,,,100,82,,,,
14/07/20 11:58:59 PM,49,,,,,,103,55,,,,
15/07/20 12:00:38 AM,50,,,,,,87,47,,,,
15/07/20 12:02:15 AM,51,,,,,,124,62,,,,
15/07/20 12:03:53 AM,52,,,,,,105,56,,,,
15/07/20 12:05:37 AM,53,,,,,,95,66,,,,
15/07/20 12:07:20 AM,54,,,,,,114,66,,,,
15/07/20 12:08:58 AM,55,,,,,,2220,59,,,,
15/07/20 12:10:42 AM,56,,,,,,2573,36,,,,
15/07/20 12:12:25 AM,57,,,,,,168,194,,,,
15/07/20 12:14:04 AM,58,,,,,,95,63,,,,
15/07/20 12:15:43 AM,59,,,,,,146,209,,,,
15/07/20 12:17:27 AM,60,,,,,,118,55,,,,
15/07/20 12:19:04 AM,61,,,,,,110,64,,,,
15/07/20 12:20:41 AM,62,,,,,,118,66,,,,
15/07/20 12:22:25 AM,63,,,,,,134,46,,,,
15/07/20 12:24:03 AM,64,,,,,,145,84,,,,
15/07/20 12:25:46 AM,65,,,,,,100,64,,,,
15/07/20 12:27:24 AM,66,,,,,,130,55,,,,
15/07/20 12:29:07 AM,67,,,,,,127,75,,,,
15/07/20 12:30:51 AM,68,,,,,,110,58,,,,
15/07/20 12:32:30 AM,69,,,,,,105,65,,,,
15/07/20 12:34:13 AM,70,,,,,,118,56,,,,
15/07/20 12:35:57 AM,71,,,,,,140,78,,,,
15/07/20 12:37:36 AM,72,,,,,,112,67,,,,
15/07/20 12:39:19 AM,73,,,,,,125,81,,,,
15/07/20 12:40:57 AM,74,,,,,,88,46,,,,
15/07/20 12:42:40 AM,75,,,,,,98,62,,,,
15/07/20 12:44:24 AM,76,,,,,,109,71,,,,
15/07/20 12:46:02 AM,77,,,,,,95,63,,,,
15/07/20 12:47:46 AM,78,,,,,,107,66,,,,
15/07/20 12:49:39 AM,79,,,,,,114,60,,,,
15/07/20 12:51:22 AM,80,,,,,,139,54,,,,
15/07/20 12:53:00 AM,81,,,,,,164,42,,,,
15/07/20 12:54:43 AM,82,,,,,,131,98,,,,
15/07/20 12:56:27 AM,83,,,,,,117,90,,,,
15/07/20 12:58:05 AM,84,,,,,,126,56,,,,
15/07/20 12:59:44 AM,85,,,,,,95,60,,,,
15/07/20 01:01:21 AM,86,,,,,,131,76,,,,
15/07/20 01:02:59 AM,87,,,,,,126,46,,,,
15/07/20 01:04:42 AM,88,,,,,,117,62,,,,
15/07/20 01:06:26 AM,89,,,,,,125,58,,,,
15/07/20 01:08:10 AM,90,,,,,,122,64,,,,
15/07/20 01:09:49 AM,91,,,,,,123,69,,,,
15/07/20 01:11:27 AM,92,,,,,,94,58,,,,
15/07/20 01:13:11 AM,93,,,,,,117,63,,,,
15/07/20 01:14:55 AM,94,,,,,,94,66,,,,
15/07/20 01:16:33 AM,95,,,,,,116,61,,,,
15/07/20 01:18:11 AM,96,,,,,,119,67,,,,
15/07/20 01:19:49 AM,97,,,,,,175,77,,,,
15/07/20 01:21:32 AM,98,,,,,,124,65,,,,
15/07/20 01:23:16 AM,99,,,,,,145,64,,,,
15/07/20 01:24:53 AM,100,,,,,,101,82,,,,
15/07/20 01:26:37 AM,101,,,,,,79,49,,,,
15/07/20 01:28:15 AM,102,,,,,,139,70,,,,
15/07/20 01:29:53 AM,103,,,,,,99,53,,,,
15/07/20 01:31:31 AM,104,,,,,,2708,39,,,,
15/07/20 01:33:09 AM,105,,,,,,138,64,,,,
15/07/20 01:34:47 AM,106,,,,,,131,61,,,,
15/07/20 01:36:31 AM,107,,,,,,121,52,,,,
15/07/20 01:38:09 AM,108,,,,,,88,51,,,,
15/07/20 01:39:47 AM,109,,,,,,113,50,,,,
15/07/20 01:41:25 AM,110,,,,,,122,67,,,,
15/07/20 01:43:03 AM,111,,,,,,131,65,,,,
15/07/20 01:44:46 AM,112,,,,,,155,54,,,,
15/07/20 01:46:30 AM,113,,,,,,131,73,,,,
15/07/20 01:48:14 AM,114,,,,,,148,60,,,,
15/07/20 01:49:52 AM,115,,,,,,138,44,,,,
15/07/20 01:51:36 AM,116,,,,,,2700,22,,,,
15/07/20 01:53:20 AM,117,,,,,,94,61,,,,
15/07/20 01:54:58 AM,118,,,,,,113,74,,,,
15/07/20 01:56:42 AM,119,,,,,,90,60,,,,
15/07/20 01:58:19 AM,120,,,,,,113,50,,,,
15/07/20 01:59:58 AM,121,,,,,,84,49,,,,
15/07/20 02:01:36 AM,122,,,,,,114,70,,,,
15/07/20 02:03:14 AM,123,,,,,,132,83,,,,
15/07/20 02:04:52 AM,124,,,,,,90,74,,,,
15/07/20 02:06:30 AM,125,,,,,,99,44,,,,
15/07/20 02:08:13 AM,126,,,,,,86,41,,,,
15/07/20 02:09:56 AM,127,,,,,,121,58,,,,
15/07/20 02:11:34 AM,128,,,,,,105,51,,,,
15/07/20 02:13:18 AM,129,,,,,,123,58,,,,
15/07/20 02:14:55 AM,130,,,,,,84,71,,,,
15/07/20 02:16:34 AM,131,,,,,,100,68,,,,
15/07/20 02:18:12 AM,132,,,,,,106,51,,,,
15/07/20 02:19:49 AM,133,,,,,,102,48,,,,
15/07/20 02:21:28 AM,134,,,,,,108,66,,,,
15/07/20 02:23:12 AM,135,,,,,,104,68,,,,
15/07/20 02:24:56 AM,136,,,,,,127,54,,,,
15/07/20 02:26:39 AM,137,,,,,,85,63,,,,
15/07/20 02:28:23 AM,138,,,,,,96,66,,,,
15/07/20 02:30:00 AM,139,,,,,,126,73,,,,
15/07/20 02:31:44 AM,140,,,,,,147,71,,,,
15/07/20 02:33:28 AM,141,,,,,,95,62,,,,
15/07/20 02:35:06 AM,142,,,,,,109,65,,,,
15/07/20 02:36:45 AM,143,,,,,,110,63,,,,
15/07/20 02:38:23 AM,144,,,,,,115,55,,,,
15/07/20 02:40:06 AM,145,,,,,,100,58,,,,
15/07/20 02:41:44 AM,146,,,,,,98,148,,,,
15/07/20 02:43:23 AM,147,,,,,,151,74,,,,
15/07/20 02:45:01 AM,148,,,,,,102,52,,,,
15/07/20 02:46:45 AM,149,,,,,,98,69,,,,
15/07/20 02:48:28 AM,150,,,,,,116,69,,,,
15/07/20 02:50:06 AM,151,,,,,,93,66,,,,
15/07/20 02:51:50 AM,152,,,,,,105,63,,,,
15/07/20 02:53:27 AM,153,,,,,,97,56,,,,
15/07/20 02:55:05 AM,154,,,,,,103,74,,,,
15/07/20 02:56:44 AM,155,,,,,,103,72,,,,
15/07/20 02:58:27 AM,156,,,,,,134,88,,,,
15/07/20 03:00:05 AM,157,,,,,,111,65,,,,
15/07/20 03:01:44 AM,158,,,,,,157,72,,,,
15/07/20 03:03:21 AM,159,,,,,,109,65,,,,
15/07/20 03:04:59 AM,160,,,,,,95,64,,,,
15/07/20 03:06:43 AM,161,,,,,,104,62,,,,
15/07/20 03:08:26 AM,162,,,,,,145,69,,,,
15/07/20 03:10:04 AM,163,,,,,,138,76,,,,
15/07/20 03:11:48 AM,164,,,,,,118,66,,,,
15/07/20 03:13:31 AM,165,,,,,,103,57,,,,
15/07/20 03:15:10 AM,166,,,,,,87,50,,,,
15/07/20 03:16:53 AM,167,,,,,,93,53,,,,
15/07/20 03:18:31 AM,168,,,,,,99,72,,,,
15/07/20 03:20:10 AM,169,,,,,,108,73,,,,
15/07/20 03:21:48 AM,170,,,,,,110,71,,,,
15/07/20 03:23:25 AM,171,,,,,,87,57,,,,
15/07/20 03:25:09 AM,172,,,,,,107,41,,,,
15/07/20 03:26:47 AM,173,,,,,,136,73,,,,
15/07/20 03:28:24 AM,174,,,,,,101,60,,,,
15/07/20 03:30:02 AM,175,,,,,,111,77,,,,
15/07/20 03:31:47 AM,176,,,,,,98,64,,,,
15/07/20 03:33:30 AM,177,,,,,,159,53,,,,
15/07/20 03:35:14 AM,178,,,,,,113,69,,,,
15/07/20 03:36:52 AM,179,,,,,,82,54,,,,
15/07/20 03:38:36 AM,180,,,,,,103,65,,,,
15/07/20 03:40:14 AM,181,,,,,,95,48,,,,
15/07/20 03:41:57 AM,182,,,,,,96,46,,,,
15/07/20 03:43:37 AM,183,,,,,,107,60,,,,
15/07/20 03:45:14 AM,184,,,,,,102,64,,,,
15/07/20 03:46:58 AM,185,,,,,,129,67,,,,
15/07/20 03:48:36 AM,186,,,,,,127,56,,,,
15/07/20 03:50:15 AM,187,,,,,,119,69,,,,
15/07/20 03:51:52 AM,188,,,,,,110,69,,,,
15/07/20 03:53:36 AM,189,,,,,,89,74,,,,
15/07/20 03:55:13 AM,190,,,,,,87,57,,,,
15/07/20 03:56:57 AM,191,,,,,,137,75,,,,
15/07/20 03:58:35 AM,192,,,,,,130,77,,,,
15/07/20 04:00:14 AM,193,,,,,,135,48,,,,
15/07/20 04:01:52 AM,194,,,,,,117,62,,,,
15/07/20 04:03:36 AM,195,,,,,,86,64,,,,
15/07/20 04:05:20 AM,196,,,,,,126,68,,,,
15/07/20 04:07:04 AM,197,,,,,,80,48,,,,
15/07/20 04:08:42 AM,198,,,,,,120,54,,,,
15/07/20 04:10:20 AM,199,,,,,,115,64,,,,
15/07/20 04:12:03 AM,200,,,,,,179,199,,,,
15/07/20 04:13:47 AM,201,,,,,,106,54,,,,
15/07/20 04:15:24 AM,202,,,,,,127,81,,,,
15/07/20 04:17:08 AM,203,,,,,,120,56,,,,
15/07/20 04:18:52 AM,204,,,,,,112,48,,,,
15/07/20 04:20:30 AM,205,,,,,,97,64,,,,
15/07/20 04:22:09 AM,206,,,,,,140,52,,,,
15/07/20 04:23:53 AM,207,,,,,,127,60,,,,
15/07/20 04:25:37 AM,208,,,,,,113,67,,,,
15/07/20 04:27:15 AM,209,,,,,,134,71,,,,
15/07/20 04:28:53 AM,210,,,,,,108,68,,,,
