1,,,110946.92,1879717.50,52908.25,6272.62,4817.56,2975.96,3185.96,2662.64,1816.27,1668.05,848.21,3229.65,1838.00,1646.19,635.15,1206.19,919.98,899.00,1348.44,1484.22,1002.83,1196.80,761.55,704.44,492.24,556.18,1212.57,1267.73,826.14,2370.35,980.35,380.62,712.10,392.78,921.58,1678.68,908.69,2701.51,1677.42,640.96,566.73,924.46,952.38,720.68,369.95,405.37,627.25,262.73,203.29,531.46,419.31,296.00,282.44,348.19,231.80,313.34,236.20,540.69,255.00,275.20,229.10,91.35,75.53,195.29,73.82,185.12,345.60,121.86,94.80,264.22,111.73,80.11,96.55,152.74,204.43,120.27,172.81,68.97,46.38,95.00,98.61,194.31,134.26,162.02,72.30,106.47,280.93,75.53,104.10,112.88,228.27,286.97,91.61,225.08,247.02,94.64,108.06,124.94,174.92,145.11,296.01,60.09,86.20,66.52,131.17,149.84,127.27,123.23,84.07,81.49,168.83,151.94,134.04,77.21,130.28,53.50,83.20,79.40,67.25,88.72,127.49,101.95,64.07,72.68,150.27,140.94,125.50,211.01,J,7.11,,,,nan,nan,2108
2,,,1271061.00,6789212.00,366346.06,4968.36,9598.77,9128.49,4450.81,5556.81,3585.55,1696.01,3017.15,2176.39,2845.88,3110.87,3580.21,3559.03,2630.45,3602.48,1905.27,3260.79,2153.11,2400.42,2137.80,2189.08,3307.29,1854.40,1917.23,1078.79,1670.05,429.99,813.83,1672.30,1513.68,2052.83,2556.72,2049.49,1222.55,2193.75,1048.21,378.37,721.80,1392.13,1965.52,377.03,578.00,367.58,1481.92,919.87,866.62,340.27,163.90,601.89,671.13,307.53,455.64,150.09,216.53,887.21,450.64,485.29,174.44,221.03,464.64,213.36,275.83,205.06,127.11,241.07,193.50,228.08,154.90,349.14,331.79,290.53,328.79,279.04,335.20,106.68,266.59,279.58,542.19,302.88,284.41,1157.94,8547.09,38410.32,61882.07,46455.66,40542.41,16186.92,982.08,617.32,133.89,220.12,134.46,167.47,77.66,67.41,123.38,135.82,131.63,129.80,106.32,63.37,108.19,125.78,69.32,138.84,67.90,61.66,76.22,78.27,55.28,71.94,86.33,71.27,106.06,81.85,72.07,52.65,78.63,32.78,60.79,96.16,73.11,83.21,54.36,85.57,J,7.11,,,,nan,nan,2780
3,,,323614.90,1641109.87,78200.87,13382.63,7952.00,12835.31,17892.44,11787.51,15121.90,8640.97,10133.94,7419.28,5889.47,9426.41,5214.56,9611.27,9798.82,4129.39,4821.80,9726.33,8144.72,3797.30,7331.22,9591.01,6522.67,6354.96,6013.21,3672.54,3665.38,3135.39,4345.31,1942.00,1925.75,1889.81,2875.66,1926.51,1733.28,1255.21,1052.03,936.12,491.94,834.25,978.26,1527.43,959.69,742.42,969.46,1774.62,933.90,452.18,496.58,559.49,1183.55,1437.03,231.30,500.38,525.16,360.12,559.38,393.37,286.59,394.43,312.80,376.12,361.48,306.68,441.66,137.15,221.03,285.07,319.00,362.64,207.68,459.45,483.69,309.85,422.06,635.53,271.78,107.99,172.52,112.72,201.38,121.97,176.19,188.30,179.07,519.17,689.73,317.79,307.86,264.33,311.07,172.90,124.06,175.49,162.86,206.18,153.48,84.72,140.75,183.88,185.61,255.14,201.99,156.67,164.94,120.21,42.30,74.98,107.39,170.73,129.56,128.30,170.02,97.64,140.30,100.25,137.23,113.94,160.71,37.13,45.04,82.85,90.06,76.70,44.55,259.64,J,3.20,,,,nan,nan,5427
4,,,45139.72,400938.43,37923.75,11740.30,2846.41,8102.78,13665.66,4859.57,8297.13,5395.24,4766.24,8397.27,6722.33,4538.04,4313.85,1498.30,1980.01,5565.28,4098.94,4497.63,2502.87,3194.19,3837.98,8846.45,5571.94,1858.25,2374.56,1909.79,2431.11,4179.04,3742.01,1032.61,2362.70,2232.79,1523.64,1357.19,2407.02,1615.68,2265.80,1879.71,1974.93,2277.34,875.05,580.48,841.81,1065.74,870.54,915.14,569.82,1276.75,749.93,410.18,595.53,276.38,326.15,165.82,331.06,185.73,694.82,366.66,554.47,402.60,398.56,372.95,351.71,120.07,196.23,292.53,328.21,298.45,375.74,370.09,428.43,258.21,298.74,301.36,166.33,446.20,339.46,374.10,279.60,333.89,543.51,1653.23,1883.76,29090.50,95291.49,31473.96,4791.72,607.32,485.24,301.83,310.50,194.68,194.80,120.29,159.10,152.33,94.25,201.30,335.52,117.33,122.09,90.84,76.69,92.08,102.75,154.86,105.85,56.69,76.06,62.60,66.53,80.69,55.09,56.39,92.06,100.11,109.24,39.24,79.39,88.93,63.93,74.61,52.98,40.56,60.34,70.04,J,3.51,,,,nan,nan,4145
5,,,174564.42,772690.25,24199.53,7598.33,6795.67,4843.06,9351.32,6664.41,2793.53,1730.00,6699.27,4036.58,1666.31,2582.18,4547.38,3286.66,2634.32,4422.83,3133.30,2305.43,4743.01,6709.87,5362.73,4854.11,2270.75,1859.60,2207.97,3698.30,3700.31,2333.43,1470.10,1086.09,1110.45,1978.91,3012.87,1902.27,769.52,1054.33,1231.33,1271.74,1128.69,505.51,469.84,521.19,639.00,492.43,701.21,626.51,570.29,340.83,499.70,658.15,413.81,573.77,108.06,421.59,487.28,619.36,672.48,517.52,303.86,358.47,234.63,270.98,218.06,468.05,218.95,164.40,346.10,281.19,332.86,929.97,2356.81,909.36,235.77,195.60,331.84,323.04,206.48,542.90,783.64,570.93,1187.84,3163.07,24672.43,215188.25,343973.06,126760.61,20453.38,2527.35,686.72,747.67,296.25,622.82,327.33,350.79,216.90,163.08,420.12,1769.40,1315.84,633.15,307.19,179.43,280.05,242.69,202.94,163.37,91.86,137.98,78.97,118.26,211.32,401.72,455.55,231.21,96.79,91.94,125.35,62.79,198.53,302.01,256.23,100.68,85.62,123.29,146.04,328.94,J,4.41,,,,nan,nan,2836
6,,,160629.76,1048802.62,52241.83,5999.18,8553.08,9620.99,8460.32,2404.54,4344.67,2416.22,1335.76,7165.00,1101.69,5356.56,2390.24,1354.32,2519.24,4691.76,1504.24,1152.58,2014.27,1825.76,1577.42,2987.11,1969.57,1660.21,456.48,612.85,1188.18,1400.24,847.49,1678.66,3090.52,3007.77,1176.85,1045.05,1636.50,1540.56,888.33,441.98,751.78,980.83,546.38,792.55,1148.22,506.21,700.84,826.43,964.62,354.63,428.00,605.67,961.85,419.27,241.62,315.60,381.29,758.14,296.33,131.69,135.25,255.72,497.47,223.63,215.34,207.66,147.32,219.30,173.96,137.28,82.22,138.51,145.21,256.79,98.14,131.88,159.18,91.22,136.31,159.50,86.95,92.08,126.99,47.61,103.20,98.46,94.67,230.55,141.90,98.12,22.27,55.81,118.28,55.03,46.28,92.59,129.43,51.59,55.94,51.99,76.91,39.45,29.09,81.97,99.33,26.11,41.21,78.37,69.82,55.18,46.07,47.17,49.67,54.70,19.86,54.62,60.77,61.43,41.23,35.66,98.98,46.74,87.14,106.77,68.98,41.62,35.54,65.26,J,6.24,,,,nan,nan,2930
7,,,270719.15,2980809.75,116297.01,3381.57,4659.32,5164.82,7429.96,5799.09,7612.38,3368.64,4356.80,2990.83,4071.39,2744.40,2804.05,1054.11,3003.89,2974.58,2624.73,2393.20,717.78,2196.47,3576.57,3023.39,2680.58,2260.59,2231.19,1741.31,819.54,950.02,1410.21,2079.07,1321.82,1573.47,727.35,552.49,1102.85,1212.78,752.44,591.08,418.13,560.39,297.44,616.62,670.55,604.88,639.88,892.50,744.77,1077.46,883.63,650.86,324.24,350.18,266.18,558.08,865.95,987.35,490.78,332.31,347.72,399.31,181.84,474.37,585.59,336.91,351.74,267.18,230.84,157.93,347.73,548.79,680.61,469.26,291.47,164.11,154.89,474.03,723.40,885.68,883.73,757.60,2058.38,24288.59,47357.53,42728.35,83046.79,39912.87,2489.97,886.57,268.78,261.79,245.93,430.70,308.83,90.54,117.92,148.20,258.27,383.68,506.22,277.00,90.84,120.12,51.71,49.53,80.73,85.35,39.73,83.60,94.05,127.67,184.62,159.61,225.04,124.97,78.50,78.58,155.32,71.50,63.89,127.03,191.13,125.12,77.26,60.18,57.98,284.61,J,7.53,,,,nan,nan,2294
8,,,69369.70,278410.00,13013.05,6683.50,7129.79,3884.84,8941.83,6563.60,3367.51,4856.39,3100.53,3293.72,1287.48,2162.92,2584.63,3002.25,2408.43,3095.02,2050.28,1731.81,2251.29,2459.47,1363.31,849.95,2532.64,2963.28,2248.08,1008.64,694.30,1278.74,618.53,1292.94,1947.93,1154.33,693.50,1394.50,1877.97,782.95,788.83,1473.35,984.11,1124.70,1042.81,888.70,821.60,466.98,719.55,463.98,700.94,715.40,410.13,190.30,186.92,302.19,399.29,407.04,365.84,128.82,147.72,110.97,189.13,150.13,171.05,99.59,101.53,110.68,155.03,107.98,151.92,101.05,147.36,68.02,186.19,194.51,275.48,249.96,240.18,90.43,137.92,118.71,126.81,81.72,135.42,136.27,142.07,174.70,137.65,78.78,88.50,95.10,134.99,69.54,76.91,34.07,143.23,55.12,74.17,50.41,92.52,104.87,103.48,69.41,51.72,27.27,39.32,77.61,89.39,47.37,22.44,65.76,83.44,52.29,83.15,93.89,31.98,46.06,37.57,45.19,40.64,39.76,41.66,62.82,45.33,37.01,63.05,57.26,35.58,68.76,J,4.41,,,,nan,nan,2712
9,,,9627.55,152709.90,20754.53,9723.14,5914.04,2667.71,6825.32,15078.41,11969.49,5536.47,5026.14,4035.44,5355.11,4996.20,4028.14,5431.54,4241.83,1623.09,2879.29,778.56,2607.15,2224.88,2219.27,3516.24,3818.63,4079.63,2616.83,1676.13,1046.20,819.98,735.81,1759.70,1870.34,873.89,1150.95,801.94,568.26,1769.79,1714.52,617.39,937.70,1861.31,1840.50,299.11,542.66,370.23,444.99,517.27,433.53,1345.34,923.10,244.38,725.86,344.56,488.78,601.12,359.52,432.71,179.12,148.40,225.13,503.82,309.81,208.51,218.64,188.16,105.50,234.01,370.33,291.51,146.71,215.18,255.38,170.76,181.64,218.94,152.43,97.94,116.38,187.57,149.19,179.43,149.51,143.63,120.57,114.48,115.50,109.74,69.94,158.70,95.83,48.98,68.22,59.99,68.79,87.02,100.36,113.26,74.92,110.74,160.27,77.77,57.20,54.49,77.24,51.81,79.06,60.21,72.11,79.33,68.48,85.35,48.94,35.52,57.99,78.17,54.47,42.71,42.62,26.85,86.21,73.66,61.58,35.95,24.97,22.49,33.88,45.49,J,21.33,,,,nan,nan,4709
10,,,11656.14,211442.29,28019.51,11373.43,4795.10,5408.13,3068.85,7426.92,5204.15,1598.62,3083.28,3486.42,1641.20,1420.83,1517.21,1574.72,1825.01,4461.96,3738.90,2134.42,1484.94,3645.84,914.42,621.35,1788.10,828.65,1642.83,1013.15,1059.13,1701.51,591.77,1111.20,1268.89,1201.19,328.29,629.16,377.10,355.40,386.55,564.02,554.26,507.51,734.81,389.78,716.66,332.61,256.48,283.82,231.94,375.46,159.77,368.07,247.26,235.62,403.62,233.27,206.47,375.15,555.36,234.37,190.55,141.41,57.17,190.44,167.17,184.72,235.15,285.07,79.61,231.93,271.87,265.25,599.79,462.77,289.25,222.40,237.94,242.50,265.12,241.67,594.14,514.29,325.30,701.80,1349.85,12752.01,78896.78,51052.49,7523.72,1136.86,265.94,180.76,102.56,99.92,105.28,171.14,105.02,65.34,125.17,108.19,216.89,176.25,85.61,76.67,91.41,53.91,65.63,66.15,87.10,56.85,66.48,23.14,65.65,78.44,67.05,84.35,83.56,50.99,59.18,54.97,34.13,44.30,62.52,51.65,44.95,47.88,55.87,73.10,J,28.44,,,,nan,nan,2986
