1,,,11301.2,15616.06,17472.5,10839.01,5162.3,6312.83,8546.31,9104.54,9980.56,13298.97,11142.41,5245.4,5038.63,5041.4,5239.81,4958.07,5392.09,5597.82,8835.77,7536.48,3645.28,3571.51,6544.28,4063.67,5638.56,3943.61,3535.39,6103.95,6082.1,3267.72,3463.85,4935.19,6653.75,4368.09,3579.6,5846.57,3992.72,2196.95,2482.06,3964.27,2502.39,1808.29,3269.35,4293.86,2412.06,3266.76,2681.14,3137.58,2231.7,1577.11,2835.37,3044.75,2943.73,1381.32,1297.99,1486.97,1796.47,1422.43,1330.79,2913.28,2523.41,1066.15,1019.75,1193.54,1588.23,1744.59,1248.76,1194.89,1015.39,978.28,1130.17,1155.8,1090.42,1420.9,1233.94,748.16,1081.82,1181.17,961.94,584,872.86,1017.79,1191.94,890.38,720.33,658.94,929.46,416.89,313.53,304.44,496.68,324.38,673.19,1495.93,1109.45,785.12,1017.7,786.93,307.72,457.69,535.91,637.28,95.06,336,347.61,599.73,791.84,750.81,701.16,595.81,476.84,240.54,249.81,303.98,319.14,866.58,751.46,270.09,297.52,343.32,351.15,320.04,507.67,440.02,312.49,568.78,772.46,771.88,J,11.13,,T,,1006,51,1
2,,,5534.59,16105.76,7051.87,3728.32,5525.64,6441.18,6225.66,6279.2,2644,4785.34,2701.61,3953.31,5011.03,7308.45,5419.27,3211.58,5048.43,5032.47,5088.98,3715.36,4562.23,5957.01,3801.5,5290.84,5674.37,3349.87,4371.09,3553.86,2347.61,4023.46,6791.43,2789.4,1985.96,2381.87,2837.08,5646.63,5446.89,2740.61,2406.64,1754.44,1722.44,1287.81,1361.04,386.05,1183.2,2179.66,3036.93,2355.08,1912.1,2292.41,2254.02,2410.14,2052.36,2171.73,2359.73,1271.58,557.66,960.59,1595.37,1706.57,1373.44,878.94,856.52,1047.42,1739,811.65,610.6,1049.12,1446.16,1670.78,1433.38,609.61,1071.04,931.31,1126.41,1157.68,278.67,624.08,1551.1,1175.84,760.8,737.24,464.97,371.26,1015.6,995.8,884.11,730.41,859.13,1031.7,480.96,722.67,649.45,595.12,558.95,622.61,579.73,577.99,257.8,477.14,724.91,324.75,345.26,605.65,637.29,464.33,466.9,203.26,246.85,354.86,829.63,969.17,357.36,259.36,919.97,723.87,203.79,483.54,762.95,576.61,386.99,294.7,415.1,409.1,398.22,517.43,595.7,478.26,J,13.47,,T,,1067,15,0
3,,,12996.6,24897.12,19187.03,6990.79,8106.43,4662.07,4756.2,3547.14,5316.03,5953.5,11169.1,9686.31,8944.92,8665.71,4702.67,6741.94,8849.1,6617.8,4148.42,3809.56,2250.74,4343.56,5400.37,2124.32,4565.41,3332,4223.57,5183.43,6508.11,6217.79,3488.05,5589.16,5188.96,4119.98,5678.01,4573.69,4030.47,2917.02,4214.98,5668.31,4447.76,2113.9,2249.74,2350.69,2431.37,2580.75,2085.17,2143.86,906.97,1855.71,2200.18,1659.78,2379.99,2861.64,1288.19,1446.4,1368.2,1559.49,767.18,1650.39,2001.31,1031.41,1170.08,1423.78,1558.75,1635.67,1659.38,1878.76,1553.78,1640.06,941.92,758.54,1402.63,1224.41,629.03,1404.15,1722.57,2213.92,1395.22,585.88,1156.63,1308.28,1364.04,742.94,1222.12,887.16,979.11,979.93,820.35,526.69,624.51,642.75,817.43,1105.39,641.32,812.73,530.92,238.03,497.21,582.74,319.77,504.52,506.15,367.17,378.6,691.59,605.79,609.83,434.26,215.63,403.92,669.84,516.45,295.18,387.41,352.58,355.49,577.15,385.59,340.17,443.59,418.41,335.63,451.6,264.82,220.95,480.94,480.66,J,12.8,,T,,1068,88,1
4,,,5823.2,10625.78,8819.93,11183.37,10546.66,5555.48,6834.02,7836.52,8682.46,3670.23,4603.78,4541.3,6866.8,5406.57,3068.11,2290.09,3225.13,6644.43,8078.1,7922.53,8977.19,9207.12,8698.16,5776.58,3242.96,5362.99,5381.96,3384.68,3753.22,3388.2,2312.77,2156.83,5281.24,4714.45,2468.44,3090.89,1669.55,554.91,1300.29,2051.6,2516.25,2321.48,1699.21,2035.68,1710.98,1349.13,3675.75,3441.92,2676.18,2484.25,3135.37,1801.62,1568.95,1811.35,1788.51,1794.73,1392.91,2150.98,2430.57,1321.7,1681.25,1060.04,1478.41,1661.69,1555.82,1103.18,975.81,2426.51,2153.45,1005.41,1923.83,1581.08,1639.59,1965.09,1590.82,1081.66,1445.14,1109.3,868.15,607.16,842.5,808.98,787.15,865.96,791.45,626.29,624.22,709.02,966.42,725.82,958.64,1173.67,649.22,530.89,908.68,703.72,542.59,855.42,619.65,483.38,580.99,213.62,809.92,410.91,238.95,292.52,401.98,907.74,767.73,523.01,420.98,213.35,203.45,466.87,617.73,708.26,388.78,366.08,332.83,511.44,755.29,705.25,568.14,362.69,741.17,958.81,653.45,411.21,J,13.47,,T,,977,15,0
5,,,10923.99,16552.7,11250.35,17770.44,13625.2,5944.82,4389.85,6085.18,8850.44,6839.58,3052.25,4327.61,4781.31,5038.82,4534.4,5291.28,4810.45,6834.24,5236.73,4945.56,5036.56,7745.31,7795.1,7120.34,6212.3,4608.34,4539.45,6872.42,4781.36,6755.14,3256.86,3344.36,6005.96,4993.18,2508.62,1535.61,2658.11,2990.96,2589.43,2094.88,2456.43,1979.57,2014.74,1455.3,3975,3675.43,2200.65,1646.94,2165.44,2586.14,2431.1,1827.94,775.82,850.5,784.32,767.05,1050.23,1353.2,895.01,1681,2545.12,3734.02,2607.13,1062.04,1518.93,1090.18,1000.08,1710.98,1172.13,1540.15,1688.04,644,1288.17,1061.54,1366.78,1671.44,1942.49,1105.55,831.9,822.37,706.38,1183.94,1238.99,938.33,558.63,507.88,768.45,820.66,1084.23,1112.09,746.06,671.02,442.59,480.25,662.73,970.03,896.08,933.19,346.05,547.6,489.21,252.62,366.39,347.37,392.78,396.49,446.12,413.5,543.4,595.74,498.45,482.83,463.22,393.88,266.51,550.09,545.4,858.74,539.71,376.82,380.88,288.24,628.33,477.44,296.23,266.34,250.74,280.7,J,11.64,,T,,976,15,0
6,,,8179.41,9688.92,6416.51,4061.45,9022.78,10217.33,7776.82,4239.23,5294.72,5532.39,4605.32,4383.82,3369.82,5283.75,5566.95,4281.41,7292.25,11584.54,10345.7,7062.35,7787.12,7134.29,6690.65,6592.42,5237.15,5382.91,5773.48,4918.82,3828.08,3145.67,5323.49,4414.78,4093.01,4274.68,3818.36,3044.99,2245.09,2434.48,3255.27,3295.44,4220.29,3422.88,2379.57,5143.34,3478.02,2725.07,2272.07,1256.57,1690.57,2328.48,1728.27,1103.69,1443.7,1228.4,1502.92,2386.22,2194.17,660.83,1040.5,1855.15,1023.61,636.72,994.67,829.38,778.89,1491.91,1650.59,956.69,1410.18,1141.73,1460.96,1732.38,1122.75,731.9,959.71,653.78,483.14,290.19,936.94,1227.3,1184.47,907.17,973.76,1097.58,530.63,471.85,627.16,652.71,1108.44,879.59,778.87,748.02,432.8,377.1,599.22,441.2,251.99,1022.12,903.75,835.72,817.46,493.2,355.77,635.51,689.61,505.36,586.32,437.72,441.36,689.85,923.26,518.79,205.8,395.44,782.08,622.08,242.16,350.4,346.11,369.3,577.29,380.11,319.43,271.38,270.75,485.01,241.41,193.07,J,9.85,,T,,1316,24,0
7,,,15744.32,24530.5,15756.54,14634.95,7606.56,4628.74,7783.66,6179.44,3145.79,3766.05,7569.44,5612.99,3572.11,4331.03,8264,7399.65,4407.25,4147.44,4982.27,3353.81,5882.53,5475,2952.92,3741.11,4109.36,3932.61,6390.71,6806.98,4664.77,3031.63,2083.62,2562.57,2278.11,4149.28,7219.03,8023.82,3888.64,2231.66,3165.46,1139,2420.79,4076.76,2586.28,1510.65,2189.63,2607.01,1684.8,1443.2,1976.31,2060.02,1939.75,2914.41,2394.32,1587.74,1837.91,1930.38,1439.75,1904.94,1509.28,1495.6,1188.19,2197.09,1842.54,2219.43,1766.66,1885.35,1935.36,1882.76,1554.33,1318.83,1142.57,1328.57,875.7,862.33,792.45,995.71,1047.49,655.06,860.03,865.34,1039.31,1435.15,987.08,613.6,983.16,585.13,416.84,506.29,714.13,717.28,832.59,595.77,429.08,474.55,672.7,851.42,886.12,733.41,476.03,489.65,678.35,753.51,594.6,645.14,717.02,327.66,471.37,398.86,658.16,608.1,785.04,486.64,364.9,339.6,495.24,444.89,401.94,237.07,320.61,167.7,382.33,430.46,470.25,254.57,259.35,258.44,281.02,239.79,J,12.8,,T,,1038,29,1
8,,,8485.15,10175.2,10665.19,8218.32,6602.51,7932.22,9612.26,4398,5764.44,6482.48,4612.35,4146.34,8452.67,6625.89,8086.84,4373.29,5654.49,6565.49,8550.07,8145.4,6455.53,4712.78,8612.82,4198.88,8258.61,9401.34,7144.76,7632.79,5643.91,4455.83,3201.89,3384.87,3876.44,2185.66,2062.49,2904.78,4130.73,2897.18,3000.97,1788.02,2490.71,1050.92,1510.12,4845.16,4647.42,2299.53,3031.2,2923.53,2246.99,1918.52,1165.71,1573.23,2181.88,1773.87,2551.23,1080.58,1682.36,1638.87,1283.62,1522.64,2895.77,2893.46,1839.44,1735.26,1794.33,1133.03,2125.11,1609.02,1216.99,1049.38,1656.66,2035.3,1863.86,1756.83,948.76,939.44,1499.49,826.82,709.07,864.87,1612.18,934.07,1487.35,1021.71,1016.22,1470.72,1125.7,881.74,808.92,886.27,673.48,542.64,496.61,474.37,519.12,571.74,609.64,498.58,553.26,406.82,585.32,494.06,502.03,575.87,378.88,319.42,299.57,483.54,755.36,640.56,305.37,476.64,89.55,253.53,395.84,458.65,504.11,371.68,464.71,851.44,616.17,319.86,628.76,720.74,432.77,355.53,507.08,553.42,J,12.8,,T,,1307,15,0
9,,,9721.69,15861.01,11985.05,9040.19,9340.35,5719.27,9190.58,9212.19,8675.43,7738.19,5089.94,5645.38,6847.45,5383.01,5676.18,7025.97,7021.09,8060.17,5230.14,3631.57,4829.76,5404.5,3919.02,1559.93,2072.54,3503.34,4220.09,5434.56,6765.52,6635.97,10498.68,6416.69,4399.93,2773.56,3001.78,3157.11,2806,2001.29,2145.5,2384.47,2647.57,1322.74,1738.16,2621.51,2123.98,3260.81,2283.25,2103.42,2272.46,1989.52,1301.26,2543.4,1859.13,812.95,892.33,984.79,3318.75,3492.55,1221.83,1600.83,1740.09,1710.13,1276.89,1032.27,1882.27,2124.1,1577.32,786.44,640.65,1114.47,1627.94,1743.87,808.95,761.46,1592.76,1857.07,777.02,1050.01,976.53,447.95,565.08,788.98,615.32,745.03,869.76,922.13,621.11,989.21,706.31,216.62,403.34,1036.38,851.47,693.54,1122.94,1362.78,793.35,526.36,463.25,467.66,423.29,420.47,703.62,675.39,791.1,470.67,412.81,496.02,289.6,451.41,561.64,552.09,515.16,516.99,387.57,641.43,682.04,532.92,410.7,207.14,326.89,323.06,558.37,552.62,484.02,485.27,436.79,213.33,J,13.47,,T,,891,46,1
10,,,7296.68,8716.12,5887.43,4227.81,4125.18,3524.79,3770.28,6648.23,8868.86,5766.09,3066.53,1542.85,7684.77,8311.04,5607.64,3834.62,9238.71,8496.72,10376.43,7761.49,3906.88,4772.48,3301.9,4330.37,5106.51,3874.87,5766.44,5074.18,6118.62,11443.64,6464.11,3634.12,3474.63,6459.65,5713.22,7333.17,4614.55,5205.05,5383.96,4405.05,3275.51,1899.25,1712,1284.83,1717.81,3971.48,3175.06,1807.03,1111.9,2451.69,1644.09,2173.13,1601.43,978.27,1442.33,2876.36,2089.55,2103.66,1338.47,993.65,1349.46,847.47,1775.54,1640.04,1330.55,973.84,1609.18,1868.87,1731.62,1324.69,1166.32,1163.57,631.65,1201.66,1592.23,1265.67,835.47,1226.49,2822.76,1724.54,1010.81,1012.32,564.17,537.26,784.85,1026.36,682.23,364.44,933.94,838.04,772.83,746.87,950.16,786.21,565.72,384.14,409.95,259.14,504.55,602.97,517.86,723.59,916.79,889.07,781.8,549.52,409.89,871.81,802.43,516.15,523.25,340.21,488.96,817.64,945.06,506.78,323.27,609.16,683.82,397.79,345.98,610.72,606.98,404.66,542.38,506.72,442.3,265.55,J,12.19,,T,,997,123,2
11,,,3329.68,8791.42,9004.07,11355.75,8686.11,5566.02,5757.81,4084.86,5802.66,7186.79,5942.55,4970.01,2739.86,5114.97,6134.81,6802.38,6925.68,6928.62,8553.59,8452.15,3706.19,6571.61,4791.07,5340.69,8570.99,8852.3,6020.01,4884.93,6314.97,2146.31,3254.37,4431.26,3612.94,4743.19,6476.58,5304.09,3595.09,3427.75,5042.93,2711.78,2976.37,2177.63,2041.93,1764.27,2241.51,3942.36,2200.23,2364.24,2464.47,2942.51,1889.9,1719.37,1452.09,1698.78,1452.06,1350.1,1530.34,1283.77,1718.66,2339.62,2404.91,1821.17,1890.64,1929.83,1893.44,1472.9,1207.2,1798.42,1383.85,1515.76,2169.35,1815.26,933.35,1720.61,903.82,1079.46,1059.66,1055.08,844.72,984.04,503.27,866.36,556.88,439.59,703.85,979.51,511.54,527.98,552.03,404.91,430.97,290.51,722.86,1135.13,561.35,349.47,701.16,590.39,243.02,315.05,386.64,755.84,906.87,813.61,647.6,571.43,547.21,563.81,472.54,540.67,587.39,1073.88,805.4,654.18,460.23,515.36,724.43,474.98,663.79,319.78,673.91,606.64,760.22,546.49,830.38,289.46,281.63,277.72,J,11.64,,T,,1041,66,1
