=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2020.10.29 19:51:09 =~=~=~=~=~=~=~=~=~=~=~=
5122.05,3735.64,1142.18,2298.22,2249.38,2109.24,2835.38,2405.42,1369.76,1643.26,1681.64,1313.16,976.80,847.85,844.70,656.26,394.96,696.94,582.68,417.24,415.39,478.54,402.24,191.91,577.44,576.74,710.42,325.79,228.84,234.32,249.23,153.85,89.25,101.20,355.34,397.08,370.34,240.39,262.35,203.19,354.92,255.33,238.74,168.45,173.20,194.33,177.01,220.72,284.30,377.11,212.60,146.68,95.11,215.79,109.71,147.19,215.33,230.63,142.64,165.96,172.93,283.63,308.09,217.62,124.18,119.61,107.15,167.90,304.80,J,4.49,T
,83043.79,599001.81,587066.75,427182.34,408583.34,425435.00,502322.00,213532.95,137449.15,143168.46,91249.60,152286.81,102369.28,57205.14,156945.25,146770.54,119597.91,117193.84,85049.27,52269.68,81950.70,66339.99,86673.44,102996.32,55158.85,58047.56,54456.98,49253.80,16522.59,19185.53,28496.79,28744.42,39182.05,27754.36,12189.52,9458.34,13291.43,14175.13,20159.18,19912.41,10504.52,7546.02,7505.31,14483.92,9884.23,6528.52,3972.48,5323.54,3816.82,3307.38,3490.97,2179.11,1911.34,2025.25,1692.68,500.75,692.06,967.15,1149.27,1573.05,861.40,447.17,570.44,994.98,1078.76,2089.23,2035.42,1856.58,988.06,2043.19,2758.26,2084.20,2765.59,2107.86,1117.93,955.50,718.04,1163.70,1420.18,2037.38,2507.96,1504.08,1333.91,1395.90,2224.51,2076.95,1531.02,870.32,1411.65,1696.16,2371.71,2182.47,1170.28,1744.97,1494.32,1269.62,747.81,689.44,354.16,613.31,996.06,726.00,953.62,1400.86,1312.41,867.51,693.09,609.07,615.14,658.62,757.47,585.34,650.25,713.25,464.32,523.80,191.07,258.25,277.67,173.31,129.15,62.07,100.42,30.81,44.74,35.08,62.54,163.57,J,2.61,T
,180267.34,483672.12,1189654.50,446064.03,279904.37,467088.21,474367.43,219363.29,157849.68,214585.21,91327.37,87248.30,106345.28,70069.74,114256.50,169729.07,130501.61,34819.91,84697.71,104617.04,125528.05,52880.57,60973.25,52830.84,76551.86,39113.41,70962.53,103589.83,56470.75,41516.37,40997.90,31628.87,38736.99,35256.72,15154.11,16039.62,13872.04,33237.76,35229.27,24253.48,25806.73,22548.44,15835.89,12036.74,10496.21,4853.42,5682.63,12578.50,12905.97,10150.54,8241.88,6107.76,10689.55,8688.06,9971.64,4661.95,6500.24,6493.33,6166.17,5999.85,5581.03,3596.15,3654.91,6450.27,7278.72,4448.83,3150.23,3420.77,4156.14,4622.97,3276.75,2810.37,4463.99,9997.51,5038.31,4389.17,3934.65,3580.75,1956.78,3099.55,3209.75,2904.14,2065.63,2492.89,4614.51,3774.88,5266.30,3955.98,2427.72,3706.85,2394.98,2719.86,3899.53,1660.81,2088.18,1038.11,3268.39,1890.65,1611.00,2023.99,808.47,1548.34,1553.55,2105.32,2202.26,1833.01,1843.57,1408.03,874.07,605.02,597.94,559.59,417.09,892.36,454.82,316.90,566.99,496.34,312.40,340.82,346.51,486.00,430.80,198.99,183.56,208.49,214.07,154.82,J,2.15,T
,135863.17,603313.68,527329.43,155762.37,85736.66,37742.79,98371.14,134477.87,79380.06,25849.69,30647.02,36654.38,30225.95,19067.97,35408.49,45678.81,14216.55,25624.33,46788.58,22976.93,34030.83,24963.04,22514.61,22271.01,11196.87,22818.07,34826.08,24274.61,13359.75,14811.30,6266.14,10006.51,10187.84,15036.47,16919.52,6340.34,6692.47,11074.88,14258.97,11640.29,11958.19,5359.74,4730.84,6253.64,10318.42,6681.51,4482.57,4172.74,5039.89,5395.78,3399.20,3386.25,4711.14,4249.42,3041.06,2787.57,4666.06,3455.85,6705.38,4575.50,3104.54,4308.15,3468.73,3376.45,5466.63,3126.13,2810.88,2620.36,3685.17,2075.33,835.27,1408.37,2571.93,2114.04,1480.20,1720.06,3284.35,1706.09,2066.14,2133.64,1758.10,1505.22,993.35,1274.05,1476.46,1214.53,1079.98,1070.19,1938.50,2736.43,1708.94,289.81,1234.72,1229.58,1060.84,1117.18,1039.71,1088.25,1458.74,870.55,1081.84,1145.05,1327.25,410.70,302.84,263.69,649.89,690.15,602.38,368.77,583.68,688.58,587.41,347.46,409.33,486.93,301.20,174.45,347.67,348.29,463.62,463.01,498.07,262.34,443.00,345.65,259.05,207.15,J,5.69,T
,6600.50,66939.85,26378.74,5833.94,13011.96,11273.28,17397.00,17230.15,8778.63,9852.10,12914.78,5060.59,5268.38,4210.84,4851.15,6348.34,4252.97,5046.77,4095.68,3605.52,6022.34,2516.87,4554.38,4757.90,4988.35,2917.49,4691.14,4247.12,4907.98,4491.99,2580.44,2255.75,3849.24,3141.42,3607.25,2639.59,3793.38,4293.48,3298.72,1104.82,2400.82,2277.23,1947.07,1490.95,2178.18,2219.79,1227.86,743.61,1550.14,724.37,898.07,2119.26,1224.76,810.72,543.10,581.63,1195.66,1324.26,600.83,709.71,1091.53,1177.14,728.21,875.10,1005.90,587.73,339.61,188.46,346.18,557.16,384.82,674.26,540.18,383.93,448.99,526.37,662.54,469.14,282.19,139.78,119.18,132.02,259.63,351.45,611.25,412.16,167.13,245.54,442.02,330.89,321.76,296.54,133.04,223.74,364.45,262.72,160.75,79.96,99.90,61.74,67.30,150.94,266.02,267.70,211.94,133.34,67.40,78.46,156.15,222.47,172.76,103.08,78.32,100.62,168.81,239.71,193.49,148.26,137.92,129.12,194.58,195.01,187.44,165.41,196.44,187.66,108.66,48.77,J,12.80,T
,498134.21,987015.25,598818.68,357680.37,330925.40,248534.79,322694.31,208557.93,173837.78,103043.03,150890.51,242150.60,250455.14,128828.37,104564.32,89174.38,51959.66,41534.26,51340.08,76150.86,64054.57,31442.51,62256.76,53501.25,68783.68,36672.22,42026.30,37904.94,28481.18,55801.31,61689.76,38510.38,20832.14,8539.04,12721.79,13045.67,9543.67,11876.28,12876.33,6606.56,11607.47,16358.99,9333.46,8214.67,6585.70,6315.56,4320.43,3840.24,1967.62,1681.63,1994.46,2618.67,1446.39,999.19,711.10,733.94,1005.76,873.14,1259.70,812.41,620.59,691.31,520.87,727.51,859.32,644.94,828.84,719.56,1146.06,979.71,944.71,1208.88,1413.97,1264.42,973.95,1234.99,1349.70,733.99,831.46,530.38,516.85,1397.96,1054.91,1129.01,725.97,1143.69,1299.57,921.45,400.64,275.79,501.19,1031.22,1047.74,1136.10,1170.82,624.84,1053.32,576.57,602.95,432.43,689.39,764.71,657.01,667.63,912.69,235.34,644.24,427.93,182.45,202.38,192.90,298.15,337.66,218.95,226.46,156.33,136.13,175.76,235.77,163.03,129.74,188.55,143.06,75.99,35.10,69.31,79.74,111.87,J,2.39,T
,300088.68,857811.56,1185655.87,768233.31,637978.93,563219.12,413486.68,246114.31,186241.07,111684.57,135616.95,142313.09,395541.25,302474.62,230323.87,392168.65,241905.87,94196.27,125898.54,99824.10,58058.80,154984.89,75434.44,56180.82,80375.04,95499.65,95660.65,68291.42,65576.14,76013.32,39214.40,36261.41,46571.88,31586.22,20482.55,24879.53,26374.30,29040.71,16906.00,19085.62,16770.38,10203.53,11004.18,10161.12,13305.75,13494.99,11847.42,7141.88,5392.02,8081.64,7689.75,8335.16,1733.96,2354.32,2780.99,3344.72,1798.95,1999.37,3974.69,2566.36,2722.85,2160.21,2144.98,3548.33,3475.28,3006.27,2771.69,2793.05,3331.80,2654.90,3191.64,2491.00,2911.59,4666.31,6188.17,4178.15,3382.05,3742.86,3718.44,2828.03,2320.71,2885.66,4639.47,5258.33,1908.74,3471.59,2436.65,4060.83,2597.30,1839.12,2647.76,3019.86,1723.71,1984.95,2435.08,2378.50,2239.29,2620.01,1359.22,846.57,1023.88,764.58,1592.34,1153.40,725.18,944.26,1641.96,1345.69,1130.26,657.71,507.76,1179.57,504.44,842.95,703.44,570.58,520.59,391.97,330.93,224.57,104.99,290.93,170.03,227.31,112.67,90.89,120.82,174.22,J,2.13,T
,620374.56,1543086.62,1372464.12,906200.75,830973.75,574381.12,407672.68,368396.40,253648.32,321315.06,380252.09,407126.84,286830.71,109667.26,185911.79,127673.39,183694.84,79273.53,116619.16,123659.75,87056.37,81747.78,66077.30,84243.46,116650.57,46355.28,52265.92,47441.52,77472.79,36853.02,38733.92,38642.89,63932.74,48348.08,30228.23,31666.65,24882.45,44235.13,47544.90,31325.44,18644.46,32051.25,32212.74,18525.81,10679.87,14246.53,13103.41,7987.97,4574.75,4326.30,4989.93,2995.51,3800.38,4260.56,4960.44,2804.03,4362.92,4865.38,4216.13,3916.32,3832.78,2606.06,1696.82,2746.04,1710.58,2334.95,4033.23,2607.34,1382.19,5361.87,5903.85,3465.05,4648.83,3380.48,2357.63,2333.18,5731.15,4805.59,4089.35,2656.28,4565.36,4801.74,3074.00,1786.95,2856.56,4654.59,4573.97,2654.42,2745.26,2577.91,2771.21,2029.65,2725.70,2418.77,3301.35,2203.64,3245.29,3367.57,1261.90,1375.26,1497.43,1670.55,1186.16,1339.75,884.79,931.55,505.83,717.86,730.35,909.46,845.42,589.14,552.46,296.54,347.09,278.62,443.75,318.67,249.17,390.23,218.79,77.39,157.25,130.71,181.16,131.45,102.94,100.37,J,2.53,T
,138024.03,472221.87,1394862.50,826853.12,361470.00,268304.50,294012.78,217207.54,200981.51,149869.85,53588.04,95973.67,99551.02,81720.14,160266.90,139063.48,98706.99,72710.88,66521.61,68088.96,59354.25,54122.19,55980.77,57494.97,45219.12,59255.53,34287.12,31544.60,18601.02,16606.54,25449.38,19835.99,10454.71,22860.94,32815.43,23042.71,14687.65,21317.49,21234.58,14176.11,10489.96,8625.77,5373.08,5547.51,6205.95,4322.00,4591.04,6173.66,3867.77,2575.58,3250.70,2284.87,2106.77,2081.64,1600.80,1205.35,896.52,1142.97,1773.70,1424.79,1445.06,1552.63,2114.24,780.75,1933.96,3207.05,1793.37,544.28,789.09,1083.41,1678.00,2332.52,1902.25,1884.31,2979.97,2408.39,2190.05,1407.93,1685.38,2074.09,1386.92,1970.94,911.04,1193.84,2252.71,790.31,1565.69,1756.14,1685.34,1108.58,1192.19,1220.17,1055.00,683.10,701.89,1157.19,770.58,564.90,687.12,504.16,553.83,792.06,580.74,775.17,431.55,453.96,502.35,524.14,129.01,311.66,225.92,244.09,193.20,275.11,312.44,241.97,175.13,277.10,302.02,135.69,90.92,85.13,101.98,75.27,128.94,111.15,51.15,52.69,J,3.61,T
,39287.84,91823.34,76510.06,32806.75,48559.66,32919.95,25877.89,26585.45,15415.28,18733.22,29591.99,21437.00,13664.39,14541.00,17173.13,12947.58,13082.68,9203.67,8662.14,8239.69,4524.01,5187.62,6844.18,6783.11,6352.88,4684.40,1528.59,2403.45,3499.70,2108.69,2669.97,1620.29,1477.77,2319.42,2282.65,1537.56,1478.48,1667.57,1470.44,559.20,517.34,283.34,298.13,497.78,604.96,388.04,385.04,333.75,443.69,298.52,209.45,250.39,313.62,304.82,260.90,114.94,80.01,66.15,72.97,76.27,70.07,78.06,131.78,88.80,76.69,130.45,93.67,105.29,95.47,125.27,115.18,84.19,113.68,146.30,229.23,283.02,109.80,83.85,105.23,156.09,149.91,199.11,191.96,161.38,150.10,163.37,191.88,154.52,83.51,44.00,110.88,178.40,194.12,179.34,125.87,122.69,134.00,153.16,117.80,184.76,124.63,69.17,95.13,90.67,122.28,120.60,95.44,83.33,80.35,80.60,65.34,77.70,50.70,37.59,59.23,98.49,76.02,75.24,95.37,44.13,49.09,34.61,47.87,53.10,59.08,76.00,84.56,37.28,J,12.80,T
,8262.21,16333.41,21057.02,6614.20,3458.08,4928.16,2941.45,3082.28,1870.73,2250.48,4123.16,4414.34,4035.68,5295.62,4077.06,2434.55,2549.31,3361.07,2537.31,2140.35,2691.08,3635.55,3609.53,4015.67,3031.75,1779.98,904.95,1474.14,1638.37,1195.49,987.69,832.13,1115.10,1809.70,1108.99,895.66,1254.27,1203.43,456.92,848.75,562.83,625.68,544.02,521.65,578.37,536.14,655.21,468.69,365.94,401.16,394.43,460.24,593.99,848.43,424.13,308.87,351.22,329.49,309.19,390.64,650.55,355.85,206.44,292.28,325.16,297.88,170.29,301.04,329.82,331.53,319.00,435.27,433.32,273.00,312.16,184.52,99.35,190.36,363.30,213.38,379.76,293.53,318.98,147.69,170.97,135.05,55.13,104.77,185.35,75.77,110.35,175.23,126.99,106.84,81.04,97.71,113.57,154.35,169.47,58.37,56.89,101.78,54.71,83.17,147.91,106.08,60.32,111.07,193.25,87.56,84.31,109.23,119.73,113.13,94.65,115.80,73.86,58.12,78.75,69.84,64.10,102.37,125.32,105.14,102.33,102.71,78.82,45.14,J,15.06,T
